Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,,
"The progressive tax reduces income disparity, it doesn't increase it. the more progressive our tax system, the less disparity that exists.",01 Health and Safety,Threat,progressive tax,,reduces,progressive tax,Taxation,reduces,Downward Movement,2104327,,
"Government spending is financed by taxes, and high tax rates reduce incentives to work, save, and invest.",01 Health and Safety,Threat,tax rates,,reduce,tax rates,Taxation,reduce,Downward Movement/Physical Burden,134764,,
"Gun rights activist David Kopel has claimed that there is evidence that this gun law has reduced the incident rate of home burglaries citing that in the first year, home burglaries dropped from 65 before the ordinance, down to 26 in 1983, and to 11 in 1984.",01 Health and Safety,Threat,gun law,,reduced,gun law,Control of Guns,reduced,Downward Movement/Physical Burden,2886925,,
"I have NEVER said anything about ""gun control reduces crime"".......",01 Health and Safety,Threat,gun control,,reduces,gun control,Control of Guns,reduces,Downward Movement/Physical Burden,2137449,,
Gun control reduces deaths from firearms.,01 Health and Safety,Threat,gun control,,reduces,Gun control,Control of Guns,reduces,Downward Movement/Physical Burden,2177083,,
Government is greedy to the point of being predatory on those who it was Constituted to serve.,01 Health and Safety,Threat,Government,,greedy,Government,Bureaucracy/Government,greedy,Emotion Experiencer,1971499,,
"Institute Notes > What do we mean by ""poverty alleviation?""",01 Health and Safety,Threat,poverty,,alleviation,poverty,Poverty,alleviation,Medicine,2378313,,
"They contend that from wealth accumulation the gear must change to wealth alleviation, because the ways the rich become wealthy often correlate with the ways the number of the poor increase.",01 Health and Safety,Threat,wealth,,alleviation,wealth,Wealth,alleviation,Medicine,2378324,,
"I think it is their own media and government (again, the media) forcing ""the evil gun pill"" down their throats.",01 Health and Safety,Threat,gun,,pill,gun,Guns,pill,Medicine,3123948,,
"It is a government-induced poverty pill, which we all shall soon be forced to swallow by force of law.",01 Health and Safety,Threat,poverty,,pill,poverty,Poverty,pill,Medicine,2378310,,
Let's remember the ultimate reason gun control is evil,01 Health and Safety,Threat,gun control,,evil,gun control,Control of Guns,evil,Monster,3123504,,
"It's called ""Democracy"", and the bulwarks against the tyranny of the masses have been eroded something fierce since we were founded (we're a republic precisely b/c the founders of this nation saw how evil democracy is, as bad or worse than arbitrary divine right kings).",01 Health and Safety,Threat,democracy,,evil,democracy,Democracy,evil,Monster,1973308,,
This election will most certainly be the evil of two lessers.,01 Health and Safety,Threat,election,,evil,election,Elections,evil,Monster,2664583,,
To demonstrate his position against the Second Amendment's evil gun rights Gregory imported a banned 30 round ammunition magazine for an AR-15 or M-4 carbine into the District of Columbia.,01 Health and Safety,Threat,gun rights,,evil,gun rights,Gun Rights,evil,Monster,3123764,,
"At the ripe old age of 18, their ""good boy"" has accumulated two armed robbery charges yet they blame others for his actions - obviously he was raised well, but the evil gun made him do bad things.",01 Health and Safety,Threat,gun,,evil,gun,Guns,evil,Monster,2128348,,
"It is OK, in some circles, to say that the evil gun allowed it to happen, but quite silly to use that same argument for a knife or a car - is it not?",01 Health and Safety,Threat,gun,evil [threat],evil,gun,Guns,evil,Monster,2138654,,
They push gun control for voter support plain and simple and they fuel that angst for the evil gun through emotion therefore brainwashing their followers into believing it's a real problem when it's not.,01 Health and Safety,Threat,gun,,evil,gun,Guns,evil,Monster,2157699,,
Because in your mind it is the evil gun's fault not the fact this person needed Mental help.,01 Health and Safety,Threat,gun,,evil,gun,Guns,evil,Monster,2170220,,
These cry baby gun control advocates are always crying wolf and every gun gets nastier and more evil to them.,01 Health and Safety,Threat,gun,,evil,gun,Guns,evil,Monster,3791670,,
"You will say no, but any law that bans all guns would mean that all gun owners in your view were evil.",01 Health and Safety,Threat,gun owners,,evil,gun owners,Guns,evil,Monster,3678835,,
"Your implication will be that guns are evil and have no place in society, much less in our schools.",01 Health and Safety,Threat,guns,[threat] is/are evil,evil,guns,Guns,evil,Monster,2119654,,
"Is it the mainstream left media (like Piers Morgan) who keeps spewing on about ""evil"" guns?",01 Health and Safety,Threat,guns,,evil,guns,Guns,evil,Monster,2163800,,
"Any tragedy by a crazy using a gun becomes a poster child against the evil inanimate object ""guns"" and is a money maker for anti-gun candidates.",01 Health and Safety,Threat,guns,,evil,guns,Guns,evil,Monster,2165034,,
"Can you get back to me on that. feeds@yuku.com (Unregistered(d)) 12/04/06 http://guncontrol4778.yuku.com/reply/5813 Mon, 02 Oct 2006 02:01:39 PST http://guncontrol4778.yuku.com/reply/5812/More-Guns-Less-Freedom#reply-5812 I totally agree G, guns are evil and lessen the freedom of people.",01 Health and Safety,Threat,guns,,evil,guns,Guns,evil,Monster,3763245,,
"And too many people are focused on the evil guns....decades down the road nobody will remember the name of the guy who walked into Sandy Hook that day, just that he had guns.",01 Health and Safety,Threat,guns,evil [threat],evil,guns,Guns,evil,Monster,NA,,
"I believe progressive tax is a necessary evil, because the budget cannot be cut enough for any sort of flat tax that wouldn't break the working poor... this is typically a liberal/progressive view.",01 Health and Safety,Threat,progressive tax,,evil,progressive tax,Taxation,evil,Monster,2659176,,
he research suggests that we can no longer take for granted that that growing inequality is a necessary evil for a better economy.,01 Health and Safety,Threat,inequality,,evil,inequality,Wealth,evil,Monster,2874377,,
"If it is the money itself that is evil, then we can make ourselves into poor innocent victims of evil wealth.",01 Health and Safety,Threat,wealth,,evil,wealth,Wealth,evil,Monster,2378334,,
"I don't think anyone these days seriously suggests that the wealthy are inherently evil just like no one believes Blacks are inherently shiftless, lazy, lying, cheating, ignorant, sex crazed and drug addled.",01 Health and Safety,Threat,wealthy,,evil,wealthy,Wealth,evil,Monster,3206748,,
"Now, if this movie is zero entertainment and 100% guns are bad, guns are evil, guns are lucifer etc. etc. then nobody will even go see this movie.",01 Health and Safety,Threat,guns,[threat] is/are evil,evil,guns,Guns,NA,Monster,2105932,,
"Von Stewart, a Forest Hills resident of five years, said Weiner has his vote next year, but said the congressman destroyed his mayoral aspirations.",01 Health and Safety,Threat,congressman,,destroyed,congressman,Government,destroyed,Natural Physical Force,152771,,
"Many are up in arms about taxes, claiming that taxes are destroying their ability to thrive.",01 Health and Safety,Threat,taxes,,destroying,taxes,Taxation,destroying,Natural Physical Force,2009710,,
"The reality is that gun control destroys lives, it destroys families, it destroys freedom, and it keeps no one safer.",01 Health and Safety,Threat,gun control,,destroys,gun control,Control of Guns,destroys,Natural Physical Force,2378636,,
"The reality is that gun control destroys lives, it destroys families, it destroys freedom, and it keeps no one safer.",01 Health and Safety,Threat,gun control,[threat] destroys,destroys,gun control,Control of Guns,destroys,Natural Physical Force,2378636,,
"Personal and corporate income taxes are generally considered the most destructive taxes because economic growth arises from production, innovation, and risk-taking, which are stunted when government takes dollars out of the hands of businesses and individuals through these levies.",01 Health and Safety,Threat,taxes,,destructive,taxes,Taxation,destructive,Natural Physical Force,2378124,,
There are many proven strategies to guard your wealth against the devastation of taxation.,01 Health and Safety,Threat,taxation,,devastation,taxation,Taxation,devastation,Natural Physical Force,159628,,
"A bearish trend that seeks to re-calibrate the bullish mindset through devastation of wealth In either case, the goal is the same: To create a dislocation in market psychology that yields the ammunition necessary to take on the convergence of technical resistance points we are currently facing.",01 Health and Safety,Threat,wealth,,devastation,wealth,Wealth,devastation,Natural Physical Force,2378356,,
Bureaucracy destroys community; who knew?,01 Health and Safety,Threat,Bureaucracy,,destroys,Bureaucracy,Bureaucracy,destroys,Natural Physical Force/Physical Harm,152754,,
